team,opponent,location,goals_for,goals_against,result,team_rating,opponent_rating,rating_diff,team_points,opponent_points,points_diff,round,started,finished,cancelled,goals_conceded_per_match,goals_conceded_per_match_opp,interceptions_per_match,interceptions_per_match_opp,shots_on_target_per_match,shots_on_target_per_match_opp,penalties_conceded,penalties_conceded_opp,penalties_won,penalties_won_opp,goals_per_match,goals_per_match_opp,table_rank,table_rank_opp,defensive_pressure_ratio,discipline_gap,attack_efficiency,is_win,last_5_wins,is_draw,is_loss,last_5_draws,last_5_losses,last_5_total,last_5_win_rate
1. FC Köln,VfB Stuttgart,1,0,2,-1,,7.16,,27,73,-46,6,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,17,2,,,,0,0.0,0,1,0.0,1.0,1.0,0.0
1. FC Köln,Bayer Leverkusen,0,0,3,-1,,7.46,,27,90,-63,7,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,17,1,,,,0,0.0,0,1,0.0,2.0,2.0,0.0
1. FC Köln,Borussia Mönchengladbach,1,3,1,1,,6.81,,27,34,-7,8,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,17,14,,,,1,1.0,0,0,0.0,2.0,3.0,0.3333333333333333
1. FC Köln,RB Leipzig,0,0,6,-1,,7.08,,27,65,-38,9,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,17,4,,,,0,1.0,0,1,0.0,3.0,4.0,0.25
1. FC Köln,Augsburg,1,1,1,0,,,,27,39,-12,10,True,True,False,,,,,,,,,,,,,17,11,,,,0,1.0,1,0,1.0,3.0,5.0,0.2
1. FC Köln,Bochum,0,1,1,0,,,,27,33,-6,11,True,True,False,,,,,,,,,,,,,17,16,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
1. FC Köln,Bayern München,1,0,1,-1,,7.22,,27,72,-45,12,True,True,False,,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,17,3,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
1. FC Köln,Darmstadt,0,1,0,1,,,,27,17,10,13,True,True,False,,,,,,,,,,,,,17,18,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
1. FC Köln,Mainz 05,1,0,0,0,,6.85,,27,35,-8,14,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,17,13,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
1. FC Köln,Freiburg,0,0,2,-1,,,,27,42,-15,15,True,True,False,,,,,,,,,,,,,17,10,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
1. FC Köln,Union Berlin,0,0,2,-1,,6.67,,27,33,-6,16,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,17,15,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
1. FC Köln,FC Heidenheim,1,1,1,0,,6.79,,27,42,-15,17,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,17,8,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
1. FC Köln,Borussia Dortmund,1,0,4,-1,,7.04,,27,63,-36,18,True,True,False,,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,17,5,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
1. FC Köln,Wolfsburg,0,1,1,0,,6.73,,27,37,-10,19,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,17,12,,,,0,0.0,1,0,2.0,3.0,5.0,0.0
1. FC Köln,Eintracht Frankfurt,1,2,0,1,,6.87,,27,47,-20,20,True,True,False,,1.5,,8.9,,4.3,,11.0,,3.0,,1.5,17,6,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
1. FC Köln,Hoffenheim,0,1,1,0,,,,27,46,-19,21,True,True,False,,,,,,,,,,,,,17,7,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
1. FC Köln,Werder Bremen,1,0,1,-1,,6.89,,27,42,-15,22,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,17,9,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
1. FC Köln,VfB Stuttgart,0,1,1,0,,7.16,,27,73,-46,23,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,17,2,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
1. FC Köln,Bayer Leverkusen,1,0,2,-1,,7.46,,27,90,-63,24,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,17,1,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
1. FC Köln,Borussia Mönchengladbach,0,3,3,0,,6.81,,27,34,-7,25,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,17,14,,,,0,0.0,1,0,3.0,2.0,5.0,0.0
1. FC Köln,RB Leipzig,1,1,5,-1,,7.08,,27,65,-38,26,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,17,4,,,,0,0.0,0,1,2.0,3.0,5.0,0.0
1. FC Köln,Augsburg,0,1,1,0,,,,27,39,-12,27,True,True,False,,,,,,,,,,,,,17,11,,,,0,0.0,1,0,3.0,2.0,5.0,0.0
1. FC Köln,Bochum,1,2,1,1,,,,27,33,-6,28,True,True,False,,,,,,,,,,,,,17,16,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
1. FC Köln,Bayern München,0,0,2,-1,,7.22,,27,72,-45,29,True,True,False,,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,17,3,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
1. FC Köln,Darmstadt,1,0,2,-1,,,,27,17,10,30,True,True,False,,,,,,,,,,,,,17,18,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
1. FC Köln,Mainz 05,0,1,1,0,,6.85,,27,35,-8,31,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,17,13,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
1. FC Köln,Freiburg,1,0,0,0,,,,27,42,-15,32,True,True,False,,,,,,,,,,,,,17,10,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
1. FC Köln,Union Berlin,1,3,2,1,,6.67,,27,33,-6,33,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,17,15,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
1. FC Köln,FC Heidenheim,0,1,4,-1,,6.79,,27,42,-15,34,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,17,8,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
Augsburg,Freiburg,0,0,2,-1,,,,39,42,-3,6,True,True,False,,,,,,,,,,,,,11,10,,,,0,0.0,0,1,0.0,1.0,1.0,0.0
Augsburg,Darmstadt,1,1,2,-1,,,,39,17,22,7,True,True,False,,,,,,,,,,,,,11,18,,,,0,0.0,0,1,0.0,2.0,2.0,0.0
Augsburg,FC Heidenheim,0,5,2,1,,6.79,,39,42,-3,8,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,11,8,,,,1,1.0,0,0,0.0,2.0,3.0,0.3333333333333333
Augsburg,Wolfsburg,1,3,2,1,,6.73,,39,37,2,9,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,11,12,,,,1,2.0,0,0,0.0,2.0,4.0,0.5
Augsburg,1. FC Köln,0,1,1,0,,,,39,27,12,10,True,True,False,,,,,,,,,,,,,11,17,,,,0,2.0,1,0,1.0,2.0,5.0,0.4
Augsburg,Hoffenheim,1,1,1,0,,,,39,46,-7,11,True,True,False,,,,,,,,,,,,,11,7,,,,0,2.0,1,0,2.0,1.0,5.0,0.4
Augsburg,Union Berlin,0,1,1,0,,6.67,,39,33,6,12,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,11,15,,,,0,2.0,1,0,3.0,0.0,5.0,0.4
Augsburg,Eintracht Frankfurt,1,2,1,1,,6.87,,39,47,-8,13,True,True,False,,1.5,,8.9,,4.3,,11.0,,3.0,,1.5,11,6,,,,1,2.0,0,0,3.0,0.0,5.0,0.4
Augsburg,Werder Bremen,0,0,2,-1,,6.89,,39,42,-3,14,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,11,9,,,,0,1.0,0,1,3.0,1.0,5.0,0.2
Augsburg,Borussia Dortmund,1,1,1,0,,7.04,,39,63,-24,15,True,True,False,,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,11,5,,,,0,1.0,1,0,3.0,1.0,5.0,0.2
Augsburg,VfB Stuttgart,0,0,3,-1,,7.16,,39,73,-34,16,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,11,2,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
Augsburg,Bayer Leverkusen,1,0,1,-1,,7.46,,39,90,-51,17,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,11,1,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
Augsburg,Borussia Mönchengladbach,0,2,1,1,,6.81,,39,34,5,18,True,True,False,,2.0,,9.8,,4.6,,6.0,,6.0,,1.6,11,14,,,,1,1.0,0,0,1.0,3.0,5.0,0.2
Augsburg,Bayern München,1,2,3,-1,,7.22,,39,72,-33,19,True,True,False,,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,11,3,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
Augsburg,Bochum,0,1,1,0,,,,39,33,6,20,True,True,False,,,,,,,,,,,,,11,16,,,,0,1.0,1,0,1.0,3.0,5.0,0.2
Augsburg,RB Leipzig,1,2,2,0,,7.08,,39,65,-26,21,True,True,False,,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,11,4,,,,0,1.0,1,0,2.0,2.0,5.0,0.2
Augsburg,Mainz 05,0,0,1,-1,,6.85,,39,35,4,22,True,True,False,,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,11,13,,,,0,1.0,0,1,2.0,2.0,5.0,0.2
Augsburg,Freiburg,1,2,1,1,,,,39,42,-3,23,True,True,False,,,,,,,,,,,,,11,10,,,,1,1.0,0,0,2.0,2.0,5.0,0.2
Augsburg,Darmstadt,0,6,0,1,,,,39,17,22,24,True,True,False,,,,,,,,,,,,,11,18,,,,1,2.0,0,0,2.0,1.0,5.0,0.4
Augsburg,FC Heidenheim,1,1,0,1,,6.79,,39,42,-3,25,True,True,False,,1.6,,8.9,,3.5,,10.0,,3.0,,1.5,11,8,,,,1,3.0,0,0,1.0,1.0,5.0,0.6
Augsburg,Wolfsburg,0,3,1,1,,6.73,,39,37,2,26,True,True,False,,1.6,,7.9,,4.4,,3.0,,3.0,,1.2,11,12,,,,1,4.0,0,0,0.0,1.0,5.0,0.8
Augsburg,1. FC Köln,1,1,1,0,,,,39,27,12,27,True,True,False,,,,,,,,,,,,,11,17,,,,0,4.0,1,0,1.0,0.0,5.0,0.8
Augsburg,Hoffenheim,0,1,3,-1,,,,39,46,-7,28,True,True,False,,,,,,,,,,,,,11,7,,,,0,3.0,0,1,1.0,1.0,5.0,0.6
Augsburg,Union Berlin,1,2,0,1,,6.67,,39,33,6,29,True,True,False,,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,11,15,,,,1,3.0,0,0,1.0,1.0,5.0,0.6
Augsburg,Eintracht Frankfurt,0,1,3,-1,,6.87,,39,47,-8,30,True,True,False,,1.5,,8.9,,4.3,,11.0,,3.0,,1.5,11,6,,,,0,2.0,0,1,1.0,2.0,5.0,0.4
Augsburg,Werder Bremen,1,0,3,-1,,6.89,,39,42,-3,31,True,True,False,,1.6,,8.4,,3.9,,6.0,,6.0,,1.4,11,9,,,,0,1.0,0,1,1.0,3.0,5.0,0.2
Augsburg,Borussia Dortmund,0,1,5,-1,,7.04,,39,63,-24,32,True,True,False,,1.3,,7.4,,5.6,,6.0,,6.0,,2.0,11,5,,,,0,1.0,0,1,0.0,4.0,5.0,0.2
Augsburg,VfB Stuttgart,1,0,1,-1,,7.16,,39,73,-34,33,True,True,False,,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,11,2,,,,0,1.0,0,1,0.0,4.0,5.0,0.2
Augsburg,Bayer Leverkusen,0,1,2,-1,,7.46,,39,90,-51,34,True,True,False,,0.7,,6.6,,7.1,,,,8.0,,2.6,11,1,,,,0,0.0,0,1,0.0,5.0,5.0,0.0
Bayer Leverkusen,Mainz 05,0,3,0,1,7.46,6.85,0.6100000000000003,90,35,55,6,True,True,False,0.7,1.5,6.6,10.2,7.1,4.2,,4.0,8.0,5.0,2.6,1.1,1,13,0.6470588235294118,,0.3661971830985915,1,1.0,0,0,0.0,0.0,1.0,1.0
Bayer Leverkusen,1. FC Köln,1,3,0,1,7.46,,,90,27,63,7,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,17,,,0.3661971830985915,1,2.0,0,0,0.0,0.0,2.0,1.0
Bayer Leverkusen,Wolfsburg,0,2,1,1,7.46,6.73,0.7299999999999995,90,37,53,8,True,True,False,0.7,1.6,6.6,7.9,7.1,4.4,,3.0,8.0,3.0,2.6,1.2,1,12,0.8354430379746834,,0.3661971830985915,1,3.0,0,0,0.0,0.0,3.0,1.0
Bayer Leverkusen,Freiburg,1,2,1,1,7.46,,,90,42,48,9,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,10,,,0.3661971830985915,1,4.0,0,0,0.0,0.0,4.0,1.0
Bayer Leverkusen,Hoffenheim,0,3,2,1,7.46,,,90,46,44,10,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,7,,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Union Berlin,1,4,0,1,7.46,6.67,0.79,90,33,57,11,True,True,False,0.7,1.7,6.6,9.0,7.1,4.0,,7.0,8.0,6.0,2.6,1.0,1,15,0.7333333333333333,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Werder Bremen,0,3,0,1,7.46,6.89,0.5700000000000003,90,42,48,12,True,True,False,0.7,1.6,6.6,8.4,7.1,3.9,,6.0,8.0,6.0,2.6,1.4,1,9,0.7857142857142856,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Borussia Dortmund,1,1,1,0,7.46,7.04,0.4199999999999999,90,63,27,13,True,True,False,0.7,1.3,6.6,7.4,7.1,5.6,,6.0,8.0,6.0,2.6,2.0,1,5,0.8918918918918918,,0.3661971830985915,0,4.0,1,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,VfB Stuttgart,0,1,1,0,7.46,7.16,0.2999999999999998,90,73,17,14,True,True,False,0.7,1.1,6.6,7.9,7.1,6.4,,3.0,8.0,8.0,2.6,2.3,1,2,0.8354430379746834,,0.3661971830985915,0,3.0,1,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Eintracht Frankfurt,1,3,0,1,7.46,6.87,0.5899999999999999,90,47,43,15,True,True,False,0.7,1.5,6.6,8.9,7.1,4.3,,11.0,8.0,3.0,2.6,1.5,1,6,0.7415730337078651,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Bochum,1,4,0,1,7.46,,,90,33,57,16,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,16,,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Augsburg,0,1,0,1,7.46,,,90,39,51,17,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,11,,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,RB Leipzig,0,3,2,1,7.46,7.08,0.3799999999999999,90,65,25,18,True,True,False,0.7,1.1,6.6,7.1,7.1,6.6,,5.0,8.0,7.0,2.6,2.3,1,4,0.9295774647887324,,0.3661971830985915,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,Borussia Mönchengladbach,1,0,0,0,7.46,6.81,0.6500000000000004,90,34,56,19,True,True,False,0.7,2.0,6.6,9.8,7.1,4.6,,6.0,8.0,6.0,2.6,1.6,1,14,0.6734693877551019,,0.3661971830985915,0,4.0,1,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,Darmstadt,0,2,0,1,7.46,,,90,17,73,20,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,18,,,0.3661971830985915,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,Bayern München,1,3,0,1,7.46,7.22,0.2400000000000002,90,72,18,21,True,True,False,0.7,1.3,6.6,8.5,7.1,7.1,,4.0,8.0,5.0,2.6,2.8,1,3,0.776470588235294,,0.3661971830985915,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,FC Heidenheim,0,2,1,1,7.46,6.79,0.6699999999999999,90,42,48,22,True,True,False,0.7,1.6,6.6,8.9,7.1,3.5,,10.0,8.0,3.0,2.6,1.5,1,8,0.7415730337078651,,0.3661971830985915,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,Mainz 05,1,2,1,1,7.46,6.85,0.6100000000000003,90,35,55,23,True,True,False,0.7,1.5,6.6,10.2,7.1,4.2,,4.0,8.0,5.0,2.6,1.1,1,13,0.6470588235294118,,0.3661971830985915,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,1. FC Köln,0,2,0,1,7.46,,,90,27,63,24,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,17,,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Wolfsburg,1,2,0,1,7.46,6.73,0.7299999999999995,90,37,53,25,True,True,False,0.7,1.6,6.6,7.9,7.1,4.4,,3.0,8.0,3.0,2.6,1.2,1,12,0.8354430379746834,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Freiburg,0,3,2,1,7.46,,,90,42,48,26,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,10,,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Hoffenheim,1,2,1,1,7.46,,,90,46,44,27,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,7,,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Union Berlin,0,1,0,1,7.46,6.67,0.79,90,33,57,28,True,True,False,0.7,1.7,6.6,9.0,7.1,4.0,,7.0,8.0,6.0,2.6,1.0,1,15,0.7333333333333333,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Werder Bremen,1,5,0,1,7.46,6.89,0.5700000000000003,90,42,48,29,True,True,False,0.7,1.6,6.6,8.4,7.1,3.9,,6.0,8.0,6.0,2.6,1.4,1,9,0.7857142857142856,,0.3661971830985915,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayer Leverkusen,Borussia Dortmund,0,1,1,0,7.46,7.04,0.4199999999999999,90,63,27,30,True,True,False,0.7,1.3,6.6,7.4,7.1,5.6,,6.0,8.0,6.0,2.6,2.0,1,5,0.8918918918918918,,0.3661971830985915,0,4.0,1,0,1.0,0.0,5.0,0.8
Bayer Leverkusen,VfB Stuttgart,1,2,2,0,7.46,7.16,0.2999999999999998,90,73,17,31,True,True,False,0.7,1.1,6.6,7.9,7.1,6.4,,3.0,8.0,8.0,2.6,2.3,1,2,0.8354430379746834,,0.3661971830985915,0,3.0,1,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Eintracht Frankfurt,0,5,1,1,7.46,6.87,0.5899999999999999,90,47,43,32,True,True,False,0.7,1.5,6.6,8.9,7.1,4.3,,11.0,8.0,3.0,2.6,1.5,1,6,0.7415730337078651,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Bochum,0,5,0,1,7.46,,,90,33,57,33,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,16,,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayer Leverkusen,Augsburg,1,2,1,1,7.46,,,90,39,51,34,True,True,False,0.7,,6.6,,7.1,,,,8.0,,2.6,,1,11,,,0.3661971830985915,1,3.0,0,0,2.0,0.0,5.0,0.6
Bayern München,RB Leipzig,0,2,2,0,7.22,7.08,0.1399999999999996,72,65,7,6,True,True,False,1.3,1.1,8.5,7.1,7.1,6.6,4.0,5.0,5.0,7.0,2.8,2.3,3,4,1.1971830985915493,-1.0,0.3943661971830985,0,0.0,1,0,1.0,0.0,1.0,0.0
Bayern München,Freiburg,1,3,0,1,7.22,,,72,42,30,7,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,10,,,0.3943661971830985,1,1.0,0,0,1.0,0.0,2.0,0.5
Bayern München,Mainz 05,0,3,1,1,7.22,6.85,0.3700000000000001,72,35,37,8,True,True,False,1.3,1.5,8.5,10.2,7.1,4.2,4.0,4.0,5.0,5.0,2.8,1.1,3,13,0.8333333333333334,0.0,0.3943661971830985,1,2.0,0,0,1.0,0.0,3.0,0.6666666666666666
Bayern München,Darmstadt,1,8,0,1,7.22,,,72,17,55,9,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,18,,,0.3943661971830985,1,3.0,0,0,1.0,0.0,4.0,0.75
Bayern München,Borussia Dortmund,0,4,0,1,7.22,7.04,0.1799999999999997,72,63,9,10,True,True,False,1.3,1.3,8.5,7.4,7.1,5.6,4.0,6.0,5.0,6.0,2.8,2.0,3,5,1.148648648648649,-2.0,0.3943661971830985,1,4.0,0,0,1.0,0.0,5.0,0.8
Bayern München,FC Heidenheim,1,4,2,1,7.22,6.79,0.4299999999999997,72,42,30,11,True,True,False,1.3,1.6,8.5,8.9,7.1,3.5,4.0,10.0,5.0,3.0,2.8,1.5,3,8,0.9550561797752808,-6.0,0.3943661971830985,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayern München,1. FC Köln,0,1,0,1,7.22,,,72,27,45,12,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,17,,,0.3943661971830985,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayern München,Union Berlin,1,1,0,1,7.22,6.67,0.5499999999999998,72,33,39,13,True,True,False,1.3,1.7,8.5,9.0,7.1,4.0,4.0,7.0,5.0,6.0,2.8,1.0,3,15,0.9444444444444444,-3.0,0.3943661971830985,1,5.0,0,0,0.0,0.0,5.0,1.0
Bayern München,Eintracht Frankfurt,0,1,5,-1,7.22,6.87,0.3499999999999996,72,47,25,14,True,True,False,1.3,1.5,8.5,8.9,7.1,4.3,4.0,11.0,5.0,3.0,2.8,1.5,3,6,0.9550561797752808,-7.0,0.3943661971830985,0,4.0,0,1,0.0,1.0,5.0,0.8
Bayern München,VfB Stuttgart,1,3,0,1,7.22,7.16,0.0599999999999996,72,73,-1,15,True,True,False,1.3,1.1,8.5,7.9,7.1,6.4,4.0,3.0,5.0,8.0,2.8,2.3,3,2,1.0759493670886076,1.0,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Wolfsburg,0,2,1,1,7.22,6.73,0.4899999999999993,72,37,35,16,True,True,False,1.3,1.6,8.5,7.9,7.1,4.4,4.0,3.0,5.0,3.0,2.8,1.2,3,12,1.0759493670886076,1.0,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Hoffenheim,1,3,0,1,7.22,,,72,46,26,17,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,7,,,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Werder Bremen,1,0,1,-1,7.22,6.89,0.33,72,42,30,18,True,True,False,1.3,1.6,8.5,8.4,7.1,3.9,4.0,6.0,5.0,6.0,2.8,1.4,3,9,1.011904761904762,-2.0,0.3943661971830985,0,3.0,0,1,0.0,2.0,5.0,0.6
Bayern München,Augsburg,0,3,2,1,7.22,,,72,39,33,19,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,11,,,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Borussia Mönchengladbach,1,3,1,1,7.22,6.81,0.4100000000000001,72,34,38,20,True,True,False,1.3,2.0,8.5,9.8,7.1,4.6,4.0,6.0,5.0,6.0,2.8,1.6,3,14,0.8673469387755102,-2.0,0.3943661971830985,1,4.0,0,0,0.0,1.0,5.0,0.8
Bayern München,Bayer Leverkusen,0,0,3,-1,7.22,7.46,-0.2400000000000002,72,90,-18,21,True,True,False,1.3,0.7,8.5,6.6,7.1,7.1,4.0,,5.0,8.0,2.8,2.6,3,1,1.2878787878787878,,0.3943661971830985,0,3.0,0,1,0.0,2.0,5.0,0.6
Bayern München,Bochum,0,2,3,-1,7.22,,,72,33,39,22,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,16,,,0.3943661971830985,0,2.0,0,1,0.0,3.0,5.0,0.4
Bayern München,RB Leipzig,1,2,1,1,7.22,7.08,0.1399999999999996,72,65,7,23,True,True,False,1.3,1.1,8.5,7.1,7.1,6.6,4.0,5.0,5.0,7.0,2.8,2.3,3,4,1.1971830985915493,-1.0,0.3943661971830985,1,3.0,0,0,0.0,2.0,5.0,0.6
Bayern München,Freiburg,0,2,2,0,7.22,,,72,42,30,24,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,10,,,0.3943661971830985,0,2.0,1,0,1.0,2.0,5.0,0.4
Bayern München,Mainz 05,1,8,1,1,7.22,6.85,0.3700000000000001,72,35,37,25,True,True,False,1.3,1.5,8.5,10.2,7.1,4.2,4.0,4.0,5.0,5.0,2.8,1.1,3,13,0.8333333333333334,0.0,0.3943661971830985,1,2.0,0,0,1.0,2.0,5.0,0.4
Bayern München,Darmstadt,0,5,2,1,7.22,,,72,17,55,26,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,18,,,0.3943661971830985,1,3.0,0,0,1.0,1.0,5.0,0.6
Bayern München,Borussia Dortmund,1,0,2,-1,7.22,7.04,0.1799999999999997,72,63,9,27,True,True,False,1.3,1.3,8.5,7.4,7.1,5.6,4.0,6.0,5.0,6.0,2.8,2.0,3,5,1.148648648648649,-2.0,0.3943661971830985,0,3.0,0,1,1.0,1.0,5.0,0.6
Bayern München,FC Heidenheim,0,2,3,-1,7.22,6.79,0.4299999999999997,72,42,30,28,True,True,False,1.3,1.6,8.5,8.9,7.1,3.5,4.0,10.0,5.0,3.0,2.8,1.5,3,8,0.9550561797752808,-6.0,0.3943661971830985,0,2.0,0,1,1.0,2.0,5.0,0.4
Bayern München,1. FC Köln,1,2,0,1,7.22,,,72,27,45,29,True,True,False,1.3,,8.5,,7.1,,4.0,,5.0,,2.8,,3,17,,,0.3943661971830985,1,3.0,0,0,0.0,2.0,5.0,0.6
Bayern München,Union Berlin,0,5,1,1,7.22,6.67,0.5499999999999998,72,33,39,30,True,True,False,1.3,1.7,8.5,9.0,7.1,4.0,4.0,7.0,5.0,6.0,2.8,1.0,3,15,0.9444444444444444,-3.0,0.3943661971830985,1,3.0,0,0,0.0,2.0,5.0,0.6
Bayern München,Eintracht Frankfurt,1,2,1,1,7.22,6.87,0.3499999999999996,72,47,25,31,True,True,False,1.3,1.5,8.5,8.9,7.1,4.3,4.0,11.0,5.0,3.0,2.8,1.5,3,6,0.9550561797752808,-7.0,0.3943661971830985,1,3.0,0,0,0.0,2.0,5.0,0.6
Bayern München,VfB Stuttgart,0,1,3,-1,7.22,7.16,0.0599999999999996,72,73,-1,32,True,True,False,1.3,1.1,8.5,7.9,7.1,6.4,4.0,3.0,5.0,8.0,2.8,2.3,3,2,1.0759493670886076,1.0,0.3943661971830985,0,3.0,0,1,0.0,2.0,5.0,0.6
